公司名称	披露日期	上市地和板块	保荐机构	披露类型
上海联明机械股份有限公司	2014-05-06	上交所	中信建投证券股份有限公司	预先披露更新
三祥新材股份有限公司	2014-05-06	上交所	浙商证券股份有限公司	预先披露
上海创力集团股份有限公司	2014-05-06	上交所	国金证券股份有限公司	预先披露
上海基美文化传媒股份有限公司	2014-05-06	上交所	海通证券股份有限公司	预先披露
北京高能时代环境技术股份有限公司	2014-05-06	上交所	华林证券股份有限公司	预先披露
山东华鹏玻璃股份有限公司	2014-05-06	上交所	广发证券股份有限公司	预先披露
无锡宏盛换热器制造股份有限公司	2014-05-06	上交所	安信证券股份有限公司	预先披露
江苏可一文化产业集团股份有限公司	2014-05-06	上交所	江海证券有限公司	预先披露
索通发展股份有限公司	2014-05-06	上交所	华泰联合证券有限责任公司	预先披露
上海城地建设股份有限公司	2014-05-06	上交所	华创证券有限责任公司	预先披露
南威软件股份有限公司	2014-05-06	上交所	太平洋证券股份有限公司	预先披露
深圳市汇顶科技股份有限公司	2014-05-06	上交所	中国国际金融股份有限公司	预先披露
北京兆易创新科技股份有限公司	2014-05-06	上交所	申万宏源证券承销保荐有限责任公司	预先披露
浙江健盛集团股份有限公司	2014-05-06	上交所	国信证券股份有限公司	预先披露
宁波精达成形装备股份有限公司	2014-05-05	上交所	海通证券股份有限公司	预先披露更新
上海飞科电器股份有限公司	2014-05-05	上交所	中信证券股份有限公司	预先披露
北京长久物流股份有限公司	2014-05-05	上交所	安信证券股份有限公司	预先披露
杭州海兴电力科技股份有限公司	2014-05-05	上交所	中国国际金融股份有限公司	预先披露
江苏通用科技股份有限公司	2014-05-05	上交所	中信建投证券股份有限公司	预先披露
金徽酒股份有限公司	2014-05-05	上交所	国泰君安证券股份有限公司	预先披露
青岛鼎信通讯股份有限公司	2014-05-05	上交所	中国国际金融股份有限公司	预先披露
顾家家居股份有限公司	2014-05-05	上交所	中信建投证券股份有限公司	预先披露
欧普照明股份有限公司	2014-05-05	上交所	中信证券股份有限公司	预先披露
上海宝钢包装股份有限公司	2014-05-05	上交所	中信证券股份有限公司	预先披露
三达膜环境技术股份有限公司	2014-05-05	上交所	第一创业摩根大通证券有限责任公司	预先披露
浙江五洲新春集团股份有限公司	2014-05-05	上交所	国海证券股份有限公司	预先披露
新华文轩出版传媒股份有限公司	2014-05-05	上交所	中银国际证券股份有限公司	预先披露
天津银龙预应力材料股份有限公司	2014-05-05	上交所	海通证券股份有限公司	预先披露
苏州科达科技股份有限公司	2014-05-05	上交所	华林证券股份有限公司	预先披露
西部黄金股份有限公司	2014-05-04	上交所	国泰君安证券股份有限公司	预先披露
重庆川仪自动化股份有限公司	2014-05-04	上交所	广发证券股份有限公司	预先披露更新
杭州福斯特光伏材料股份有限公司	2014-05-04	上交所	广发证券股份有限公司	预先披露更新
内蒙古大中矿业股份有限公司	2014-05-04	上交所	国泰君安证券股份有限公司	预先披露更新
中新苏州工业园区开发集团股份有限公司	2014-05-04	上交所	中信证券股份有限公司	预先披露
北京大豪科技股份有限公司	2014-05-04	上交所	中信建投证券股份有限公司	预先披露
宁波海天精工股份有限公司	2014-05-04	上交所	中信证券股份有限公司	预先披露
新世纪光电股份有限公司	2014-05-04	上交所	国信证券股份有限公司	预先披露
沈阳鼓风机集团股份有限公司	2014-05-04	上交所	中银国际证券股份有限公司	预先披露
鑫广绿环再生资源股份有限公司	2014-05-04	上交所	申万宏源证券承销保荐有限责任公司	预先披露
陕西黑猫焦化股份有限公司	2014-05-04	上交所	华西证券股份有限公司	预先披露
中国核能电力股份有限公司	2014-05-04	上交所	中信证券股份有限公司,瑞银证券有限责任公司	预先披露
安徽安德利百货股份有限公司	2014-04-30	上交所	华林证券股份有限公司	预先披露
威龙葡萄酒股份有限公司	2014-04-30	上交所	第一创业摩根大通证券有限责任公司	预先披露
上海金桥信息股份有限公司	2014-04-30	上交所	申万宏源证券承销保荐有限责任公司	预先披露
广州天创时尚鞋业股份有限公司	2014-04-30	上交所	招商证券股份有限公司	预先披露
浙江盛洋科技股份有限公司	2014-04-30	上交所	浙商证券股份有限公司	预先披露
湖南方盛制药股份有限公司	2014-04-30	上交所	广发证券股份有限公司	预先披露
苏州工业园区设计研究院股份有限公司	2014-04-30	上交所	东吴证券股份有限公司	预先披露
读者出版传媒股份有限公司	2014-04-30	上交所	华龙证券股份有限公司	预先披露
青岛康普顿科技股份有限公司	2014-04-30	上交所	光大证券股份有限公司	预先披露
黑龙江珍宝岛药业股份有限公司	2014-04-30	上交所	招商证券股份有限公司	预先披露
维格娜丝时装股份有限公司	2014-04-30	上交所	中信建投证券股份有限公司	预先披露
惠州元晖光电股份有限公司	2014-04-30	上交所	齐鲁证券有限公司	预先披露
浙江司太立制药股份有限公司	2014-04-30	上交所	东方花旗证券有限公司	预先披露
同方环境股份有限公司	2014-04-30	上交所	华英证券有限责任公司	预先披露
杭州永创智能设备股份有限公司	2014-04-30	上交所	海通证券股份有限公司	预先披露
新疆汇嘉时代百货股份有限公司	2014-04-29	上交所	中国银河证券股份有限公司	预先披露
合诚工程咨询股份有限公司	2014-04-29	上交所	民生证券股份有限公司	预先披露
南京多伦科技股份有限公司	2014-04-29	上交所	华泰联合证券有限责任公司	预先披露
桂林福达股份有限公司	2014-04-29	上交所	中国银河证券股份有限公司	预先披露更新
辽宁禾丰牧业股份有限公司	2014-04-29	上交所	广发证券股份有限公司	预先披露更新
上海吉祥航空股份有限公司	2014-04-29	上交所	国泰君安证券股份有限公司	预先披露
老百姓大药房连锁股份有限公司	2014-04-29	上交所	瑞银证券有限责任公司	预先披露
安徽广信农化股份有限公司	2014-04-29	上交所	华林证券股份有限公司	预先披露
中国南航集团文化传媒股份有限公司	2014-04-29	上交所	安信证券股份有限公司	预先披露
中节能风力发电股份有限公司	2014-04-28	上交所	中德证券有限责任公司	预先披露更新
上海岱美汽车内饰件股份有限公司	2014-04-28	上交所	海通证券股份有限公司	预先披露
沈阳桃李面包股份有限公司	2014-04-28	上交所	中信证券股份有限公司	预先披露
佳化化学股份有限公司	2014-04-28	上交所	海通证券股份有限公司	预先披露
江苏亚邦染料股份有限公司	2014-04-28	上交所	华泰联合证券有限责任公司	预先披露
江苏省广电有线信息网络股份有限公司	2014-04-28	上交所	华泰联合证券有限责任公司	预先披露
浙江红蜻蜓鞋业股份有限公司	2014-04-28	上交所	国泰君安证券股份有限公司	预先披露
浙江迪贝电气股份有限公司	2014-04-25	上交所	东方花旗证券有限公司	预先披露
亚普汽车部件股份有限公司	2014-04-25	上交所	国泰君安证券股份有限公司	预先披露
大连派思燃气系统股份有限公司	2014-04-25	上交所	广发证券股份有限公司	预先披露
宁波东方电缆股份有限公司	2014-04-25	上交所	西部证券股份有限公司	预先披露
安记食品股份有限公司	2014-04-25	上交所	安信证券股份有限公司	预先披露
浙江朗迪集团股份有限公司	2014-04-25	上交所	中国中投证券有限责任公司	预先披露
宁波弘讯科技股份有限公司	2014-04-25	上交所	西南证券股份有限公司	预先披露
湖南百利工程科技股份有限公司	2014-04-25	上交所	华融证券股份有限公司	预先披露
广州白云电器设备股份有限公司	2014-04-25	上交所	中信证券股份有限公司	预先披露
广西柳州医药股份有限公司	2014-04-25	上交所	国都证券股份有限公司	预先披露
中公高科养护科技股份有限公司	2014-04-24	上交所	中德证券有限责任公司	预先披露
浙江莎普爱思药业股份有限公司	2014-04-24	上交所	华龙证券股份有限公司	预先披露更新
舟山港股份有限公司	2014-04-24	上交所	中国中投证券有限责任公司	预先披露
航天长征化学工程股份有限公司	2014-04-24	上交所	中国中投证券有限责任公司	预先披露
合肥合锻机床股份有限公司	2014-04-24	上交所	国元证券股份有限公司	预先披露
江苏今世缘酒业股份有限公司	2014-04-24	上交所	国泰君安证券股份有限公司	预先披露
春秋航空股份有限公司	2014-04-24	上交所	瑞银证券有限责任公司	预先披露
新疆雪峰科技（集团）股份有限公司	2014-04-23	上交所	东方花旗证券有限公司	预先披露
宁波拓普集团股份有限公司	2014-04-23	上交所	华林证券股份有限公司	预先披露
上海晨光文具股份有限公司	2014-04-23	上交所	兴业证券股份有限公司	预先披露
上海全筑建筑装饰集团股份有限公司	2014-04-23	上交所	国信证券股份有限公司	预先披露
苏州柯利达装饰股份有限公司	2014-04-23	上交所	东吴证券股份有限公司	预先披露
北京富泰革基布股份有限公司	2014-04-23	上交所	华英证券有限责任公司	预先披露
华电重工股份有限公司	2014-04-23	上交所	招商证券股份有限公司	预先披露
国泰君安证券股份有限公司	2014-04-22	上交所	中国银河证券股份有限公司,华融证券股份有限公司	预先披露
星光农机股份有限公司	2014-04-22	上交所	中航证券有限公司	预先披露
曲美家具集团股份有限公司	2014-04-22	上交所	中信建投证券股份有限公司	预先披露
浙江德宏汽车电子电器股份有限公司	2014-04-22	上交所	摩根士丹利华鑫证券有限责任公司	预先披露
