公司名称	披露日期	上市地和板块	保荐机构	披露类型
安徽口子酒业股份有限公司	2015-03-27	上交所	华林证券股份有限公司	预先披露更新
艾艾精密工业输送系统（上海）股份有限公司	2015-03-27	上交所	长江证券承销保荐有限公司	预先披露
安徽广信农化股份有限公司	2015-03-24	上交所	华林证券股份有限公司	预先披露更新
茶花现代家居用品股份有限公司	2015-03-20	上交所	国金证券股份有限公司	预先披露
上海天洋热熔粘接材料股份有限公司	2015-03-20	上交所	中信证券股份有限公司	预先披露
亚士创能科技（上海）股份有限公司	2015-03-20	上交所	海通证券股份有限公司	预先披露
莱克电气股份有限公司	2015-03-20	上交所	华林证券股份有限公司	预先披露更新
上海金桥信息股份有限公司	2015-03-18	上交所	申万宏源证券承销保荐有限责任公司	预先披露更新
湖南艾华集团股份有限公司	2015-03-16	上交所	平安证券股份有限公司	预先披露更新
浙江金海环境技术股份有限公司	2015-03-13	上交所	西南证券股份有限公司	预先披露更新
南通醋酸化工股份有限公司	2015-03-12	上交所	平安证券股份有限公司	预先披露更新
浙江华铁建筑安全科技股份有限公司	2015-03-11	上交所	国信证券股份有限公司	预先披露更新
灵康药业集团股份有限公司	2015-03-11	上交所	中信证券股份有限公司	预先披露更新
上海海利生物技术股份有限公司	2015-03-11	上交所	海通证券股份有限公司	预先披露更新
恒通物流股份有限公司	2015-03-11	上交所	国信证券股份有限公司	预先披露更新
普莱柯生物工程股份有限公司	2015-03-11	上交所	平安证券股份有限公司	预先披露更新
曲美家具集团股份有限公司	2015-03-11	上交所	中信建投证券股份有限公司	预先披露更新
沈阳远大压缩机股份有限公司	2015-03-11	上交所	平安证券股份有限公司	预先披露更新
新疆雪峰科技（集团）股份有限公司	2015-03-10	上交所	东方花旗证券有限公司	预先披露更新
山东元利科技股份有限公司	2015-03-06	上交所	中泰证券股份有限公司	预先披露
杭州华光焊接新材料股份有限公司	2015-03-06	上交所	英大证券有限责任公司	预先披露
杭州诺邦无纺股份有限公司	2015-03-06	上交所	国金证券股份有限公司	预先披露
杰克缝纫机股份有限公司	2015-03-06	上交所	中信建投证券股份有限公司	预先披露
福建海峡环保集团股份有限公司	2015-03-06	上交所	兴业证券股份有限公司	预先披露
浙江正裕工业股份有限公司	2015-02-06	上交所	广发证券股份有限公司	预先披露
安徽迎驾贡酒股份有限公司	2015-02-05	上交所	日信证券有限责任公司	预先披露更新
浙江盛洋科技股份有限公司	2015-02-04	上交所	浙商证券股份有限公司	预先披露更新
鑫广绿环再生资源股份有限公司	2015-01-29	上交所	申万宏源证券承销保荐有限责任公司	预先披露更新
山东华鹏玻璃股份有限公司	2015-01-21	上交所	广发证券股份有限公司	预先披露更新
佳化化学股份有限公司	2015-01-15	上交所	海通证券股份有限公司	预先披露更新
老百姓大药房连锁股份有限公司	2015-01-15	上交所	瑞银证券有限责任公司	预先披露更新
爱普香料集团股份有限公司	2015-01-14	上交所	光大证券股份有限公司	预先披露更新
江山欧派门业股份有限公司	2015-01-09	上交所	广发证券股份有限公司	预先披露
浙江康隆达特种防护科技股份有限公司	2015-01-09	上交所	中信建投证券股份有限公司	预先披露
浙江鼎力机械股份有限公司	2015-01-09	上交所	中国中投证券有限责任公司	预先披露更新
湖南空港实业股份有限公司	2015-01-09	上交所	安信证券股份有限公司	预先披露
牧高笛户外用品股份有限公司	2015-01-09	上交所	国泰君安证券股份有限公司	预先披露
德力西新疆交通运输集团股份有限公司	2015-01-09	上交所	长江证券股份有限公司	预先披露
安徽九华山旅游发展股份有限公司	2015-01-06	上交所	国元证券股份有限公司	预先披露更新
上海润达医疗科技股份有限公司	2014-12-31	上交所	国金证券股份有限公司	预先披露更新
中公高科养护科技股份有限公司	2014-12-31	上交所	中德证券有限责任公司	预先披露更新
江苏立霸实业股份有限公司	2014-12-31	上交所	华泰联合证券有限责任公司	预先披露更新
北京大豪科技股份有限公司	2014-12-26	上交所	中信建投证券股份有限公司	预先披露更新
大连百傲化学股份有限公司	2014-12-26	上交所	申万宏源证券承销保荐有限责任公司	预先披露
宁波弘讯科技股份有限公司	2014-12-26	上交所	西南证券股份有限公司	预先披露更新
安正时尚集团股份有限公司	2014-12-26	上交所	中信证券股份有限公司	预先披露
广东松发陶瓷股份有限公司	2014-12-26	上交所	广发证券股份有限公司	预先披露更新
江苏省广电有线信息网络股份有限公司	2014-12-26	上交所	华泰联合证券有限责任公司	预先披露更新
浙江荣晟环保纸业股份有限公司	2014-12-26	上交所	华福证券有限责任公司	预先披露
黑龙江珍宝岛药业股份有限公司	2014-12-26	上交所	招商证券股份有限公司	预先披露更新
上海全筑建筑装饰集团股份有限公司	2014-12-25	上交所	国信证券股份有限公司	预先披露更新
上海龙韵广告传播股份有限公司	2014-12-25	上交所	华林证券股份有限公司	预先披露更新
大连派思燃气系统股份有限公司	2014-12-25	上交所	广发证券股份有限公司	预先披露更新
常州腾龙汽车零部件股份有限公司	2014-12-25	上交所	民生证券股份有限公司	预先披露更新
星光农机股份有限公司	2014-12-25	上交所	中航证券有限公司	预先披露更新
江苏万林现代物流股份有限公司	2014-12-25	上交所	安信证券股份有限公司	预先披露更新
沈阳鼓风机集团股份有限公司	2014-12-25	上交所	中银国际证券股份有限公司	预先披露更新
浙江红蜻蜓鞋业股份有限公司	2014-12-25	上交所	国泰君安证券股份有限公司	预先披露更新
深圳歌力思服饰股份有限公司	2014-12-25	上交所	国信证券股份有限公司	预先披露更新
东莞市华立实业股份有限公司	2014-12-19	上交所	东莞证券股份有限公司	预先披露
华达汽车科技股份有限公司	2014-12-19	上交所	中泰证券股份有限公司	预先披露
广州港股份有限公司	2014-12-19	上交所	中国国际金融股份有限公司	预先披露
杭州新坐标科技股份有限公司	2014-12-19	上交所	国信证券股份有限公司	预先披露
横店集团得邦照明股份有限公司	2014-12-19	上交所	浙商证券股份有限公司	预先披露
东兴证券股份有限公司	2014-12-17	上交所	瑞银证券有限责任公司	预先披露更新
宁波继峰汽车零部件股份有限公司	2014-12-17	上交所	东方花旗证券有限公司	预先披露更新
昆山科森科技股份有限公司	2014-12-12	上交所	海通证券股份有限公司	预先披露
上海数据港股份有限公司	2014-12-12	上交所	中信建投证券股份有限公司	预先披露
上海创力集团股份有限公司	2014-12-11	上交所	国金证券股份有限公司	预先披露更新
苏州柯利达装饰股份有限公司	2014-12-11	上交所	东吴证券股份有限公司	预先披露更新
深圳市共进电子股份有限公司	2014-12-09	上交所	国信证券股份有限公司	预先披露更新
山东玲珑轮胎股份有限公司	2014-12-09	上交所	安信证券股份有限公司	预先披露更新
东方证券股份有限公司	2014-12-09	上交所	光大证券股份有限公司	预先披露更新
上海凯众材料科技股份有限公司	2014-12-05	上交所	东北证券股份有限公司	预先披露
上海泛微网络科技股份有限公司	2014-12-05	上交所	海通证券股份有限公司	预先披露
浙江诚意药业股份有限公司	2014-12-05	上交所	东兴证券股份有限公司	预先披露
重庆四方新材股份有限公司	2014-12-05	上交所	中原证券股份有限公司	预先披露
广州维力医疗器械股份有限公司	2014-12-03	上交所	齐鲁证券有限公司	预先披露更新
奇精机械股份有限公司	2014-11-28	上交所	国信证券股份有限公司	预先披露
宁波美诺华药业股份有限公司	2014-11-28	上交所	浙商证券股份有限公司	预先披露
浙江德创环保科技股份有限公司	2014-11-28	上交所	民生证券股份有限公司	预先披露
西藏华钰矿业股份有限公司	2014-11-28	上交所	中信证券股份有限公司	预先披露
杭州永创智能设备股份有限公司	2014-11-27	上交所	海通证券股份有限公司	预先披露更新
烟台艾迪精密机械股份有限公司	2014-11-21	上交所	海通证券股份有限公司	预先披露
上海荣泰健康科技股份有限公司	2014-11-21	上交所	东兴证券股份有限公司	预先披露
昆明积大制药股份有限公司	2014-11-21	上交所	中国国际金融股份有限公司	预先披露
博天环境集团股份有限公司	2014-11-21	上交所	中信建投证券股份有限公司	预先披露
百合花集团股份有限公司	2014-11-21	上交所	中国银河证券股份有限公司	预先披露
深圳市景旺电子股份有限公司	2014-11-21	上交所	民生证券股份有限公司	预先披露
浙江济民制药股份有限公司	2014-11-20	上交所	安信证券股份有限公司	预先披露更新
浙江华友钴业股份有限公司	2014-11-20	上交所	中信证券股份有限公司	预先披露更新
天津银龙预应力材料股份有限公司	2014-11-20	上交所	海通证券股份有限公司	预先披露更新
宁波拓普集团股份有限公司	2014-11-20	上交所	华林证券股份有限公司	预先披露更新
上海新通联包装股份有限公司	2014-11-19	上交所	中德证券有限责任公司	预先披露更新
航天长征化学工程股份有限公司	2014-11-19	上交所	中国中投证券有限责任公司	预先披露更新
广州好莱客创意家居股份有限公司	2014-11-19	上交所	广发证券股份有限公司	预先披露更新
镇海石化工程股份有限公司	2014-11-14	上交所	浙商证券股份有限公司	预先披露
华澳轮胎设备科技（苏州）股份有限公司	2014-11-14	上交所	兴业证券股份有限公司	预先披露
宁波太平鸟时尚服饰股份有限公司	2014-11-14	上交所	海通证券股份有限公司	预先披露
山东先达农化股份有限公司	2014-11-14	上交所	长城证券股份有限公司	预先披露
苏州兴业材料科技股份有限公司	2014-11-14	上交所	国金证券股份有限公司	预先披露
日月重工股份有限公司	2014-11-14	上交所	国信证券股份有限公司	预先披露
湖北知音传媒股份有限公司	2014-11-14	上交所	长江证券股份有限公司	预先披露更新
益丰大药房连锁股份有限公司	2014-11-14	上交所	中信证券股份有限公司	预先披露更新
浙江伟明环保股份有限公司	2014-11-14	上交所	中国国际金融股份有限公司	预先披露更新
杭州电缆股份有限公司	2014-11-14	上交所	华林证券股份有限公司	预先披露更新
上海晨光文具股份有限公司	2014-11-14	上交所	兴业证券股份有限公司	预先披露更新
浙江永艺家具股份有限公司	2014-11-06	上交所	国信证券股份有限公司	预先披露更新
重庆再升科技股份有限公司	2014-10-30	上交所	齐鲁证券有限公司	预先披露更新
重庆建工集团股份有限公司	2014-10-30	上交所	华融证券股份有限公司	预先披露更新
欧派家居集团股份有限公司	2014-10-24	上交所	国泰君安证券股份有限公司	预先披露
江苏申利实业股份有限公司	2014-10-22	上交所	广发证券股份有限公司	预先披露更新
浙江诺力机械股份有限公司	2014-10-22	上交所	广发证券股份有限公司	预先披露更新
福建火炬电子科技股份有限公司	2014-10-22	上交所	东北证券股份有限公司	预先披露更新
福建龙马环卫装备股份有限公司	2014-10-22	上交所	兴业证券股份有限公司	预先披露更新
聚信国际租赁股份有限公司	2014-10-17	上交所	国泰君安证券股份有限公司	预先披露
宁波高发汽车控制系统股份有限公司	2014-10-15	上交所	国信证券股份有限公司	预先披露更新
南威软件股份有限公司	2014-10-11	上交所	太平洋证券股份有限公司	预先披露更新
杭叉集团股份有限公司	2014-10-11	上交所	国信证券股份有限公司	预先披露
法兰泰克重工股份有限公司	2014-10-11	上交所	招商证券股份有限公司	预先披露
浙江元成园林集团股份有限公司	2014-10-11	上交所	海通证券股份有限公司	预先披露
福建天马科技集团股份有限公司	2014-10-11	上交所	海通证券股份有限公司	预先披露
苏州工业园区设计研究院股份有限公司	2014-10-11	上交所	东吴证券股份有限公司	预先披露更新
苏州麦迪斯顿医疗科技股份有限公司	2014-10-11	上交所	中信证券股份有限公司	预先披露
青岛汇金通电力设备股份有限公司	2014-10-11	上交所	德邦证券股份有限公司	预先披露
浙江健盛集团股份有限公司	2014-10-11	上交所	国信证券股份有限公司	预先披露更新
北京高能时代环境技术股份有限公司	2014-09-26	上交所	华林证券股份有限公司	预先披露更新
绝味食品股份有限公司	2014-09-26	上交所	海通证券股份有限公司	预先披露
江苏苏利精细化工股份有限公司	2014-09-19	上交所	广发证券股份有限公司	预先披露
湖南方盛制药股份有限公司	2014-09-17	上交所	广发证券股份有限公司	预先披露更新
上海吉祥航空股份有限公司	2014-09-15	上交所	国泰君安证券股份有限公司	预先披露更新
维格娜丝时装股份有限公司	2014-09-15	上交所	中信建投证券股份有限公司	预先披露更新
北部湾旅游股份有限公司	2014-09-12	上交所	国海证券股份有限公司	预先披露更新
西部黄金股份有限公司	2014-09-12	上交所	国泰君安证券股份有限公司	预先披露更新
中电电机股份有限公司	2014-09-11	上交所	齐鲁证券有限公司	预先披露更新
华电重工股份有限公司	2014-09-11	上交所	招商证券股份有限公司	预先披露更新
合肥合锻机床股份有限公司	2014-09-11	上交所	国元证券股份有限公司	预先披露更新
辽宁福鞍重工股份有限公司	2014-09-11	上交所	国信证券股份有限公司	预先披露更新
广东联泰环保股份有限公司	2014-09-05	上交所	申万宏源证券承销保荐有限责任公司	预先披露
浙江银宇纺织股份有限公司	2014-09-05	上交所	中国民族证券有限责任公司	预先披露
中国银河证券股份有限公司	2014-08-29	上交所	中信建投证券股份有限公司,中信证券股份有限公司	预先披露
浙江迪贝电气股份有限公司	2014-08-27	上交所	东方花旗证券有限公司	预先披露更新
亚普汽车部件股份有限公司	2014-08-27	上交所	国泰君安证券股份有限公司	预先披露更新
索通发展股份有限公司	2014-08-27	上交所	华泰联合证券有限责任公司	预先披露更新
曙光信息产业股份有限公司	2014-08-27	上交所	中信建投证券股份有限公司	预先披露更新
宏辉果蔬股份有限公司	2014-08-22	上交所	申万宏源证券承销保荐有限责任公司	预先披露
广州酒家集团股份有限公司	2014-08-20	上交所	广发证券股份有限公司	预先披露更新
山东石大胜华化工集团股份有限公司	2014-08-14	上交所	招商证券股份有限公司	预先披露更新
广西柳州医药股份有限公司	2014-08-13	上交所	国都证券股份有限公司	预先披露更新
浙江新澳纺织股份有限公司	2014-08-13	上交所	国信证券股份有限公司	预先披露更新
陕西黑猫焦化股份有限公司	2014-08-13	上交所	华西证券股份有限公司	预先披露更新
浙江九洲药业股份有限公司	2014-08-05	上交所	招商证券股份有限公司	预先披露更新
江苏省交通规划设计院股份有限公司	2014-08-01	上交所	广发证券股份有限公司	预先披露更新
浙江万盛股份有限公司	2014-08-01	上交所	广发证券股份有限公司	预先披露更新
兰州兰石重型装备股份有限公司	2014-07-28	上交所	华龙证券股份有限公司	预先披露更新
华懋（厦门）新材料科技股份有限公司	2014-07-18	上交所	国金证券股份有限公司	预先披露更新
成都银行股份有限公司	2014-06-30	上交所	中信建投证券股份有限公司	预先披露
上海银行股份有限公司	2014-06-30	上交所		预先披露
广东超讯通信技术股份有限公司	2014-06-30	上交所	恒泰长财证券有限责任公司	预先披露
新丽传媒股份有限公司	2014-06-30	上交所	中信建投证券股份有限公司	预先披露
无锡农村商业银行股份有限公司	2014-06-30	上交所	中信建投证券股份有限公司	预先披露
普莱柯生物工程股份有限公司	2014-06-30	上交所	平安证券股份有限公司	预先披露更新
杭州银行股份有限公司	2014-06-30	上交所	中国国际金融股份有限公司	预先披露
江苏吴江农村商业银行股份有限公司	2014-06-30	上交所	华泰联合证券有限责任公司	预先披露
江苏常熟农村商业银行股份有限公司	2014-06-30	上交所	中信建投证券股份有限公司	预先披露
江苏银行股份有限公司	2014-06-30	上交所	中银国际证券股份有限公司	预先披露
海南矿业股份有限公司	2014-06-30	上交所	国泰君安证券股份有限公司	预先披露更新
湖南艾华集团股份有限公司	2014-06-30	上交所	平安证券股份有限公司	预先披露更新
贵阳银行股份有限公司	2014-06-30	上交所	中信建投证券股份有限公司	预先披露
三角轮胎股份有限公司	2014-06-27	上交所	安信证券股份有限公司	预先披露
上海徕木电子股份有限公司	2014-06-27	上交所	海通证券股份有限公司	预先披露
中国科技出版传媒股份有限公司	2014-06-27	上交所	中银国际证券股份有限公司	预先披露
中通国脉通信股份有限公司	2014-06-27	上交所	金元证券股份有限公司	预先披露
南通醋酸化工股份有限公司	2014-06-27	上交所	平安证券股份有限公司	预先披露
博迈科海洋工程股份有限公司	2014-06-27	上交所	华林证券股份有限公司	预先披露
家家悦集团股份有限公司	2014-06-27	上交所	中国银河证券股份有限公司	预先披露
常州快克锡焊股份有限公司	2014-06-27	上交所	中银国际证券股份有限公司	预先披露
常熟市汽车饰件股份有限公司	2014-06-27	上交所	中国国际金融股份有限公司	预先披露
广东丸美生物技术股份有限公司	2014-06-27	上交所	中信证券股份有限公司	预先披露
新华网股份有限公司	2014-06-27	上交所	中国国际金融股份有限公司	预先披露
无锡信捷电气股份有限公司	2014-06-27	上交所	国信证券股份有限公司	预先披露
森特士兴集团股份有限公司	2014-06-27	上交所	兴业证券股份有限公司	预先披露
武汉塞力斯医疗科技股份有限公司	2014-06-27	上交所	安信证券股份有限公司	预先披露
沈阳远大压缩机股份有限公司	2014-06-27	上交所	平安证券股份有限公司	预先披露
浙江仙通橡塑股份有限公司	2014-06-27	上交所	广发证券股份有限公司	预先披露
浙江华正新材料股份有限公司	2014-06-27	上交所	国金证券股份有限公司	预先披露
湖北大通互联物流股份有限公司	2014-06-27	上交所	长江证券股份有限公司	预先披露
灵康药业集团股份有限公司	2014-06-27	上交所	中信证券股份有限公司	预先披露
生迪光电科技股份有限公司	2014-06-27	上交所	中信建投证券股份有限公司	预先披露
福建海峡科化股份有限公司	2014-06-27	上交所	兴业证券股份有限公司	预先披露
金石资源集团股份有限公司	2014-06-27	上交所	中信证券股份有限公司	预先披露
清源科技（厦门）股份有限公司	2014-06-26	上交所	中信建投证券股份有限公司	预先披露
无锡新宏泰电器科技股份有限公司	2014-06-25	上交所	东海证券股份有限公司	预先披露
湖南金叶众望科技股份有限公司	2014-06-25	上交所	摩根士丹利华鑫证券有限责任公司	预先披露
恒通物流股份有限公司	2014-06-25	上交所	国信证券股份有限公司	预先披露
海尔施生物医药股份有限公司	2014-06-25	上交所	瑞信方正证券有限责任公司	预先披露
广东邦宝益智玩具股份有限公司	2014-06-25	上交所	国金证券股份有限公司	预先披露
深圳歌力思服饰股份有限公司	2014-06-24	上交所	国信证券股份有限公司	预先披露
三棵树涂料股份有限公司	2014-06-24	上交所	中信证券股份有限公司	预先披露
北京乾景园林股份有限公司	2014-06-24	上交所	招商证券股份有限公司	预先披露
汇绿园林建设股份有限公司	2014-06-23	上交所	招商证券股份有限公司	预先披露
洁华控股股份有限公司	2014-06-23	上交所	日信证券有限责任公司	预先披露更新
浙江自立股份有限公司	2014-06-23	上交所	东方花旗证券有限公司	预先披露
珠海越亚封装基板技术股份有限公司	2014-06-23	上交所	招商证券股份有限公司	预先披露
上海元祖梦果子股份有限公司	2014-06-20	上交所	申万宏源证券承销保荐有限责任公司	预先披露
上海锦和商业经营管理股份有限公司	2014-06-20	上交所	中信建投证券股份有限公司	预先披露
山东步长制药股份有限公司	2014-06-20	上交所	中信证券股份有限公司	预先披露
浙商证券股份有限公司	2014-06-20	上交所	瑞银证券有限责任公司	预先披露
福建安井食品股份有限公司	2014-06-20	上交所	民生证券股份有限公司	预先披露
重庆再升科技股份有限公司	2014-06-20	上交所	齐鲁证券有限公司	预先披露
湖北振华化学股份有限公司	2014-06-19	上交所	长江证券股份有限公司	预先披露
安徽省天然气开发股份有限公司	2014-06-18	上交所	国元证券股份有限公司	预先披露
江苏立霸实业股份有限公司	2014-06-18	上交所	华泰联合证券有限责任公司	预先披露
曙光信息产业股份有限公司	2014-06-17	上交所	中信建投证券股份有限公司	预先披露
上海龙韵广告传播股份有限公司	2014-06-16	上交所	华林证券股份有限公司	预先披露
中国电影股份有限公司	2014-06-16	上交所	中信建投证券股份有限公司	预先披露
凤凰都市传媒科技股份有限公司	2014-06-16	上交所	中信证券股份有限公司	预先披露
引力传媒股份有限公司	2014-06-16	上交所	德邦证券股份有限公司	预先披露
浙江华铁建筑安全科技股份有限公司	2014-06-16	上交所	国信证券股份有限公司	预先披露
申龙电梯股份有限公司	2014-06-16	上交所	光大证券股份有限公司	预先披露
山东石大胜华化工集团股份有限公司	2014-06-13	上交所	招商证券股份有限公司	预先披露
常州神力电机股份有限公司	2014-06-13	上交所	中信证券股份有限公司	预先披露
江苏井神盐化股份有限公司	2014-06-13	上交所	西南证券股份有限公司	预先披露
北部湾旅游股份有限公司	2014-06-11	上交所	国海证券股份有限公司	预先披露
广州酒家集团股份有限公司	2014-06-11	上交所	广发证券股份有限公司	预先披露
江苏亚邦染料股份有限公司	2014-06-11	上交所	华泰联合证券有限责任公司	预先披露更新
江苏恒康家居科技股份有限公司	2014-06-11	上交所	广发证券股份有限公司	预先披露
江苏花王园艺股份有限公司	2014-06-10	上交所		预先披露
浙江嘉澳环保科技股份有限公司	2014-06-10	上交所	安信证券股份有限公司	预先披露
郑州安图生物工程股份有限公司	2014-06-10	上交所	招商证券股份有限公司	预先披露
海利尔药业集团股份有限公司	2014-06-09	上交所	广发证券股份有限公司	预先披露
宁波东方电缆股份有限公司	2014-06-09	上交所	西部证券股份有限公司	预先披露更新
上海思华科技股份有限公司	2014-06-06	上交所	国元证券股份有限公司	预先披露
厦门吉比特网络技术股份有限公司	2014-06-06	上交所	华融证券股份有限公司	预先披露
山东天鹅棉业机械股份有限公司	2014-06-06	上交所	中德证券有限责任公司	预先披露
杭州电魂网络科技股份有限公司	2014-06-06	上交所	国金证券股份有限公司	预先披露
浙江伟明环保股份有限公司	2014-06-06	上交所	中国国际金融股份有限公司	预先披露
湖南机油泵股份有限公司	2014-06-06	上交所	万联证券股份有限公司	预先披露
重庆小康工业集团股份有限公司	2014-06-05	上交所	中信建投证券股份有限公司	预先披露
福建火炬电子科技股份有限公司	2014-06-05	上交所	东北证券股份有限公司	预先披露
上海岱美汽车内饰件股份有限公司	2014-06-05	上交所	海通证券股份有限公司	预先披露更新
上海康德莱企业发展集团股份有限公司	2014-06-04	上交所	宏源证券股份有限公司	预先披露
千禾味业食品股份有限公司	2014-06-04	上交所	招商证券股份有限公司	预先披露
南京音飞储存设备股份有限公司	2014-06-04	上交所	华泰联合证券有限责任公司	预先披露
江苏赛福天钢索股份有限公司	2014-06-03	上交所	广发证券股份有限公司	预先披露
广东四通集团股份有限公司	2014-06-03	上交所	广发证券股份有限公司	预先披露
杭州纵横通信股份有限公司	2014-06-03	上交所	东方花旗证券有限公司	预先披露
江苏如通石油机械股份有限公司	2014-06-03	上交所	广发证券股份有限公司	预先披露
兰州兰石重型装备股份有限公司	2014-05-30	上交所	华龙证券股份有限公司	预先披露
华懋（厦门）新材料科技股份有限公司	2014-05-30	上交所	国金证券股份有限公司	预先披露
博天环境集团股份有限公司	2014-05-30	上交所	中信建投证券股份有限公司	预先披露
四川金象赛瑞化工股份有限公司	2014-05-30	上交所	宏源证券股份有限公司	预先披露
江苏武进不锈股份有限公司	2014-05-30	上交所	东方花旗证券有限公司	预先披露
浙江三维橡胶制品股份有限公司	2014-05-30	上交所	招商证券股份有限公司	预先披露
浙江金海环境技术股份有限公司	2014-05-30	上交所	西南证券股份有限公司	预先披露
湖北知音传媒股份有限公司	2014-05-30	上交所	长江证券股份有限公司	预先披露
能科节能技术股份有限公司	2014-05-30	上交所	东方花旗证券有限公司	预先披露
益丰大药房连锁股份有限公司	2014-05-29	上交所	中信证券股份有限公司	预先披露
益丰大药房连锁股份有限公司	2014-05-29	上交所	中信证券股份有限公司	预先披露
甘肃国芳工贸(集团)股份有限公司	2014-05-28	上交所	西南证券股份有限公司	预先披露
南通四方冷链装备股份有限公司	2014-05-28	上交所	广发证券股份有限公司	预先披露
哈森商贸（中国）股份有限公司	2014-05-28	上交所	长江证券股份有限公司	预先披露
宁波天龙电子股份有限公司	2014-05-28	上交所	瑞银证券有限责任公司	预先披露
安徽迎驾贡酒股份有限公司	2014-05-28	上交所	日信证券有限责任公司	预先披露
湖北泰晶电子科技股份有限公司	2014-05-28	上交所	长城证券股份有限公司	预先披露
爱普香料集团股份有限公司	2014-05-28	上交所	光大证券股份有限公司	预先披露
上海新通联包装股份有限公司	2014-05-27	上交所	中德证券有限责任公司	预先披露
广东松发陶瓷股份有限公司	2014-05-27	上交所	广发证券股份有限公司	预先披露
东方时尚驾驶学校股份有限公司	2014-05-27	上交所	国信证券股份有限公司	预先披露
上海沪工焊接集团股份有限公司	2014-05-27	上交所	广发证券股份有限公司	预先披露
亚翔系统集成科技（苏州）股份有限公司	2014-05-27	上交所	广州证券股份有限公司	预先披露
河南思维自动化设备股份有限公司	2014-05-27	上交所	中信建投证券股份有限公司	预先披露
浙江天成自控股份有限公司	2014-05-27	上交所	东方花旗证券有限公司	预先披露
北京派特罗尔油田服务股份公司	2014-05-26	上交所	中信建投证券股份有限公司	预先披露
吉林省西点药业科技发展股份有限公司	2014-05-26	上交所	中国银河证券股份有限公司	预先披露
中国核工业建设股份有限公司	2014-05-23	上交所	中信建投证券股份有限公司,信达证券股份有限公司	预先披露
真彩文具股份有限公司	2014-05-22	上交所	招商证券股份有限公司	预先披露
上海润达医疗科技股份有限公司	2014-05-21	上交所	国金证券股份有限公司	预先披露
浙江济民制药股份有限公司	2014-05-21	上交所	安信证券股份有限公司	预先披露
山东玲珑轮胎股份有限公司	2014-05-20	上交所	安信证券股份有限公司	预先披露
江苏省交通规划设计院股份有限公司	2014-05-20	上交所	广发证券股份有限公司	预先披露
浙江鼎力机械股份有限公司	2014-05-20	上交所	中国中投证券有限责任公司	预先披露
北京韩建河山管业股份有限公司	2014-05-19	上交所	招商证券股份有限公司	预先披露
华扬联众数字技术股份有限公司	2014-05-19	上交所	中信证券股份有限公司	预先披露
博敏电子股份有限公司	2014-05-19	上交所	国信证券股份有限公司	预先披露
浙江永艺家具股份有限公司	2014-05-19	上交所	国信证券股份有限公司	预先披露
苏州道森钻采设备股份有限公司	2014-05-19	上交所	华泰联合证券有限责任公司	预先披露
辽宁福鞍重工股份有限公司	2014-05-19	上交所	国信证券股份有限公司	预先披露
辰欣药业股份有限公司	2014-05-19	上交所	中泰证券股份有限公司	预先披露
中国建材检验认证集团股份有限公司	2014-05-19	上交所	安信证券股份有限公司	预先披露
白银有色集团股份有限公司	2014-05-16	上交所	中信建投证券股份有限公司	预先披露
通灵珠宝股份有限公司	2014-05-16	上交所	华泰联合证券有限责任公司	预先披露
青岛利群百货集团股份有限公司	2014-05-16	上交所	中信证券股份有限公司	预先披露
四川天味食品集团股份有限公司	2014-05-15	上交所	东兴证券股份有限公司	预先披露
江苏申利实业股份有限公司	2014-05-15	上交所	广发证券股份有限公司	预先披露
江西国泰民爆集团股份有限公司	2014-05-15	上交所	中德证券有限责任公司	预先披露
美联钢结构建筑系统（上海）股份有限公司	2014-05-15	上交所	国泰君安证券股份有限公司	预先披露
上海亚虹模具股份有限公司	2014-05-14	上交所	东方花旗证券有限公司	预先披露
上海至纯洁净系统科技股份有限公司	2014-05-14	上交所	兴业证券股份有限公司	预先披露
安徽口子酒业股份有限公司	2014-05-14	上交所	华林证券股份有限公司	预先披露
安徽长城军工股份有限公司	2014-05-14	上交所	东海证券股份有限公司	预先披露
广西广播电视信息网络股份有限公司	2014-05-13	上交所	华泰联合证券有限责任公司	预先披露
北京海鑫科金高科技股份有限公司	2014-05-12	上交所	第一创业摩根大通证券有限责任公司	预先披露
浙江华友钴业股份有限公司	2014-05-12	上交所	中信证券股份有限公司	预先披露
上海海利生物技术股份有限公司	2014-05-09	上交所	海通证券股份有限公司	预先披露
上海鸿辉光通科技股份有限公司	2014-05-09	上交所	九州证券股份有限公司	预先披露
南方出版传媒股份有限公司	2014-05-09	上交所	长城证券股份有限公司	预先披露
重庆燃气集团股份有限公司	2014-05-08	上交所	申万宏源证券承销保荐有限责任公司	预先披露更新
春秋航空股份有限公司	2014-05-07	上交所	瑞银证券有限责任公司	预先披露更新
江苏今世缘酒业股份有限公司	2014-05-07	上交所	国泰君安证券股份有限公司	预先披露更新
广州流行美时尚商业股份有限公司	2014-05-07	上交所	招商证券股份有限公司	预先披露
浙江九洲药业股份有限公司	2014-05-07	上交所	招商证券股份有限公司	预先披露
深圳市共进电子股份有限公司	2014-05-07	上交所	国信证券股份有限公司	预先披露
上海网达软件股份有限公司	2014-05-07	上交所	兴业证券股份有限公司	预先披露
重庆建工集团股份有限公司	2014-05-06	上交所	华融证券股份有限公司	预先披露
杭州电缆股份有限公司	2014-05-06	上交所	华林证券股份有限公司	预先披露
广州好莱客创意家居股份有限公司	2014-05-06	上交所	广发证券股份有限公司	预先披露
