城市定位,区县定位,街道定位,小区定位,热度,参考均价,建筑年代,建筑类型,物业费,物业,开发商,楼栋总数,房屋总数,经度,纬度,房龄
南京,江宁 ,禄口   ,永欣新寓桂花苑            ,8,11341,2002,塔板结合         ,,街道办事处（委员会）代管物业            ,广东碧桂园物业服务股份有限公司洛阳分公司1      ,29,1068,118.871365 ,31.771192,17.0
南京,建邺 ,兴隆大街 ,凯旋城广场              ,2,,,未知类型         ,,南京招商局物业管理有限公司             ,江苏信达置业有限公司                 ,6,352,118.742029 ,32.014853,
南京,栖霞 ,栖霞其它 ,龙景花园               ,1,,,未知类型         ,,暂无信息                      ,暂无信息                       ,14,540,119.070997 ,32.183358,
南京,江宁 ,东山镇  ,竹山路250号            ,0,,,板楼           ,,暂无信息                      ,暂无信息                       ,1,6,118.851964 ,31.947382,
南京,鼓楼 ,凤凰西街 ,教工新村(鼓楼)           ,170,39524,1996,板楼           ,,街道办事处（委员会）代管物业            ,南京鼓楼城镇建设综合开发(集团)公司         ,8,449,118.7582543,32.04970046,23.0
南京,浦口 ,高新区  ,旭日学府               ,74,19683,2000,板楼           ,1.26,暂无信息                      ,南京弘阳恒瑞房地产开发有限公司            ,11,787,118.724945 ,32.18095,19.0
南京,建邺 ,应天西路 ,虹苑新寓四村             ,144,35420,1996,板楼           ,0.3,南京溧水宏祥物业管理有限公司            ,南京万恒房地产开发有限责任公司            ,9,554,118.757391 ,32.02049,23.0
南京,秦淮 ,月牙湖  ,苜中路23号             ,2,,,未知类型         ,,暂无信息                      ,暂无信息                       ,1,15,118.842087 ,32.04222,
南京,浦口 ,江浦街道 ,龙华路18号             ,3,,2001,塔板结合         ,0.6,暂无信息                      ,无开发商                       ,2,23,118.644778 ,32.074047,18.0
南京,秦淮 ,秦虹   ,龙苑新寓一村             ,15,31040,1997,板楼           ,0.8,南京盛耀物业管理有限公司              ,南京河西房地产综合开发有限公司            ,5,290,118.8213032,32.01797763,22.0
南京,鼓楼 ,热河南路 ,姜家园                ,117,31609,1978,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京市城镇建筑设计院                 ,44,943,118.7504964,32.08972183,41.0
南京,秦淮 ,大光路  ,标营3号               ,2,,1990,板楼           ,2,暂无信息                      ,陕西亿润经贸有限公司                 ,2,648,118.823757 ,32.033538,29.0
南京,秦淮 ,来凤里  ,太平苑                ,85,30441,1994,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京市政建设开发有限公司               ,15,722,118.779776 ,32.026874,25.0
南京,鼓楼 ,湖南路  ,渊声巷                ,58,34761,1980,板楼/塔板结合      ,0.6,街道办事处（委员会）代管物业            ,无开发商                       ,14,532,118.7844436,32.06794908,39.0
南京,浦口 ,桥北   ,天润城第十三街区           ,130,22957,2009,板楼           ,,南京江鸿物业发展有限责任公司            ,苏宁房地产开发总公司                 ,29,1283,118.741791 ,32.162064,10.0
南京,建邺 ,湖西街  ,湖西村                ,14,31884,1998,板楼/塔板结合      ,,业主自筹物业                    ,南京城市建设开发（集团）总公司            ,5,145,118.755261 ,32.033844,21.0
南京,江宁 ,禄口   ,永欣新寓百合苑            ,14,11678,1998,塔板结合         ,1.2,街道办事处（委员会）代管物业            ,南京禄口国际机场建设开发有限公司           ,45,1478,118.877346 ,31.771608,21.0
南京,雨花台,能仁里  ,安德里28号             ,7,29410,1980,板楼/塔板结合      ,0.5,街道办事处（委员会）代管物业            ,无开发商                       ,4,174,118.769607 ,32.006291999999995,39.0
南京,鼓楼 ,挹江门  ,镇江路                ,41,28423,1981,板楼/塔板结合      ,0.5,街道办事处（委员会）代管物业            ,南京鼓楼城镇建设综合开发(集团)公司         ,36,1241,118.758881 ,32.084426,38.0
南京,江宁 ,正方新城 ,银城蓝溪郡              ,894,21833,2009,板楼/塔板结合      ,,南京银城物业服务股份有限公司            ,南京银卓房地产开发有限公司              ,36,2843,118.787488 ,31.830883,10.0
南京,六合 ,大厂   ,扬子七村               ,8,16933,1987,板楼           ,0.4,无物业管理服务                   ,扬子石化房产公司                   ,17,752,118.7735465,32.24766757,32.0
南京,江宁 ,岔路口  ,瀛洲湾                ,319,22852,2005,板楼/塔板结合      ,,南京市江宁城建物业管理有限公司           ,江宁广厦房地产有限公司                ,21,1114,118.8360143,31.97899523,14.0
南京,建邺 ,南湖   ,碧虹苑                ,46,30381,2000,板楼           ,0.3,业主自筹物业                    ,南京市建邺区城镇建设综合开发总公司          ,3,133,118.771744 ,32.03452014,19.0
南京,秦淮 ,秦虹   ,龙苑新寓四村             ,30,28785,1996,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京河西房地产综合开发有限公司            ,6,322,118.8203856,32.01386907,23.0
南京,浦口 ,江浦街道 ,河滨路(浦口)            ,10,18633,1995,板楼           ,,业主自筹物业                    ,无开发商                       ,6,96,118.67047  ,32.05392,24.0
南京,秦淮 ,新街口  ,丰富巷10号             ,1,,2017,板楼           ,,无物业管理服务                   ,无开发商                       ,1,49,118.7886591,32.04619399,2.0
南京,栖霞 ,燕子矶  ,胜利二村               ,4,23710,1994,板楼/塔板结合      ,,街道办事处（委员会）代管物业            ,无开发商                       ,18,319,118.827895 ,32.140357,25.0
南京,六合 ,六合其它 ,嘉恒新苑               ,0,,,未知类型         ,,暂无信息                      ,暂无信息                       ,5,68,118.94151  ,32.427004,
南京,鼓楼 ,湖南路  ,利奥大厦               ,6,17478,2010,塔楼           ,2.5,街道办事处（委员会）代管物业            ,南京鼓楼城镇建设综合开发(集团)公司         ,1,483,118.789695 ,32.083345,9.0
南京,江宁 ,麒麟镇  ,泉水苑                ,67,19340,2001,板楼           ,,南京合和物业管理有限公司              ,河北谷歌房地产开发有限公司              ,7,1860,118.9300724,32.05102,18.0
南京,建邺 ,兴隆大街 ,铂金时代公寓             ,110,43136,2010,板楼           ,2,南京长富物业管理有限公司              ,江苏信达置业有限公司                 ,3,380,118.7421612,32.01624864,9.0
南京,浦口 ,泰山街道 ,天华绿谷庄园             ,499,20198,2007,板楼           ,,南京苏宁物业管理有限公司              ,江苏乾阳房地产开发有限公司              ,31,1195,118.7230803,32.16618689,12.0
南京,溧水 ,溧水城北 ,宏进锦绣家园             ,7,11110,2000,塔板结合         ,0.5,无物业管理服务                   ,南京宏进房地产开发有限公司              ,47,1198,119.0514359,31.67435576,19.0
南京,浦口 ,浦口其它 ,力标赞城               ,160,20892,2015,板楼           ,1.9,南京力标物业管理有限公司              ,南京力标房地产开发有限公司              ,26,1998,118.604392 ,32.028995,4.0
南京,江宁 ,百家湖  ,文化名园               ,651,29242,2002,塔楼/板楼/塔板结合   ,,业主自筹物业                    ,无开发商                       ,52,1373,118.816126 ,31.935467,17.0
南京,江宁 ,科学园  ,都会四季东区（云逸都荟花园东园）   ,79,,,塔板结合         ,,暂无信息                      ,南京万融置业有限公司                 ,10,959,118.871538 ,31.93546,
南京,浦口 ,桥北   ,浦厂南苑               ,32,20827,1990,塔板结合         ,0.4,街道办事处（委员会）代管物业            ,无开发商                       ,31,1086,118.6984381,32.1191795,29.0
南京,建邺 ,南苑   ,金虹花园               ,202,36527,2003,板楼/塔板结合      ,,南京永和物业管理有限责任公司            ,南京城开集团尚城置业有限公司             ,12,576,118.758119 ,32.027291999999996,16.0
南京,浦口 ,泰山街道 ,海润枫景家园             ,211,18135,2007,板楼/塔板结合      ,,街道办事处（委员会）代管物业            ,无开发商                       ,21,1266,118.7327255,32.16855322,12.0
南京,江宁 ,东山镇  ,东山镇天印路商铺           ,2,21438,,板楼           ,0.8,业主自筹物业                    ,无开发商                       ,1,24,118.870654 ,31.953033,
南京,江宁 ,九龙湖  ,殷巷新寓1至17幢          ,21,20630,2010,板楼           ,0.5,业主自筹物业                    ,南京同曦房地产开发有限公司              ,17,601,118.8380497,31.91772756,9.0
南京,雨花台,雨花新村 ,能仁里2号              ,2,,1993,板楼           ,0.5,无物业管理服务                   ,无开发商                       ,1,26,118.778897 ,32.007201,26.0
南京,秦淮 ,来凤里  ,双塘里                ,119,30660,1995,板楼           ,,街道办事处（委员会）代管物业            ,南京市政建设开发有限公司               ,14,939,118.7796333,32.0278571,24.0
南京,江宁 ,东山镇  ,金箔路558号            ,0,,2000,塔板结合         ,,街道办事处（委员会）代管物业            ,无开发商                       ,1,24,118.856417 ,31.953328999999997,19.0
南京,秦淮 ,月牙湖  ,天地花园               ,245,27846,1996,板楼/塔板结合      ,,南京白下区物业管理有限责任公司           ,南京市白下区房产局                  ,23,1231,118.838615 ,32.030207,23.0
南京,玄武 ,月苑   ,月苑六村               ,32,33003,2012,塔板结合         ,0.5,街道办事处（委员会）代管物业            ,南京市新月房地产开发有限责任公司           ,5,156,118.8376885,32.10179323,7.0
南京,鼓楼 ,福建路  ,钟阜路3号              ,0,,,未知类型         ,,暂无信息                      ,暂无信息                       ,1,50,118.776616 ,32.09570682,
南京,秦淮 ,月牙湖  ,银城东岳府              ,56,58999,2016,塔楼/板楼        ,,南京银城物业服务股份有限公司            ,南京易城房地产开发有限公司              ,6,327,118.849321 ,32.02541,3.0
南京,秦淮 ,朝天宫  ,堂子街                ,62,29641,1986,板楼/塔板结合      ,,街道办事处（委员会）代管物业            ,南京市白下区房产局                  ,49,1326,118.774877 ,32.045562,33.0
南京,玄武 ,迈皋桥  ,北苑一村               ,107,32770,1991,板楼           ,0.25,南京玄武物业管理有限公司              ,玄武区城镇建设综合开发有限公司            ,27,1084,118.827027 ,32.108625,28.0
南京,江宁 ,麒麟镇  ,启迪方洲明园             ,58,26570,2017,塔楼           ,1.9,暂无信息                      ,大理耀鹏房地产开发有限责任公司            ,5,518,118.91127  ,32.032964,2.0
南京,六合 ,大厂   ,新华四村               ,5,14820,1973,塔板结合         ,0.5,街道办事处（委员会）代管物业            ,无开发商                       ,47,1713,118.7621474,32.22858513,46.0
南京,秦淮 ,新街口  ,天空之都               ,224,58318,2007,塔楼           ,2,街道办事处（委员会）代管物业            ,南京东渡房地产开发有限公司              ,1,1080,118.794872 ,32.041513,12.0
南京,栖霞 ,栖霞其它 ,摄山星城观梅苑            ,27,16517,2002,板楼           ,0.3,南京清风物业管理有限公司              ,南京高科置业有限公司                 ,22,842,119.0086687,32.14478332,17.0
南京,雨花台,宁南   ,宏图上水园              ,312,52817,2008,板楼           ,1.8,南京骏广物业管理有限公司              ,南京源久房地产开发有限公司              ,12,491,118.78433  ,31.986824,11.0
南京,雨花台,铁心桥  ,福润雅居福润园            ,14,,2006,塔板结合         ,1.2,南京邦纬物业管理有限责任公司            ,重庆汇东房地产开发有限公司              ,49,1964,118.7391106,31.95507876,13.0
南京,秦淮 ,新街口  ,石鼓新村               ,17,37427,1990,塔板结合         ,0.5,街道办事处（委员会）代管物业            ,无开发商                       ,9,123,118.785368 ,32.046026,29.0
南京,六合 ,龙池   ,文石雅苑               ,6,14095,2015,板楼           ,1.55,南京嘉宇物业管理有限公司              ,南京中北盛业房地产开发有限公司            ,9,644,118.830456 ,32.3245733,4.0
